# Using Bulk W data set with air above and below
# Thickness of W layer is 10 nm (0.01 microns)
# Incident Angle is 45 deg
# Wavelengths span the entire data set of W date: 400 nm - 6000 nm

# Angle (deg)   Wavelength (nm)  Reflectance  Transmission
  45.0000000000 488.4670000000  0.1832727833 0.3215950513
  45.0000000000 488.3280000000  0.1833010865 0.3215509841
  45.0000000000 488.1890000000  0.1833294541 0.3215067851
  45.0000000000 488.0500000000  0.1833578877 0.3214624512
  45.0000000000 487.9110000000  0.1833863887 0.3214179794
  45.0000000000 487.7720000000  0.1834149587 0.3213733668
  45.0000000000 487.6330000000  0.1834435992 0.3213286102
  45.0000000000 487.4950000000  0.1834721051 0.3212840303
  45.0000000000 487.3560000000  0.1835008910 0.3212389780
  45.0000000000 487.2170000000  0.1835297521 0.3211937728
  45.0000000000 487.0790000000  0.1835584815 0.3211487385
  45.0000000000 486.9410000000  0.1835872881 0.3211035476
  45.0000000000 486.8020000000  0.1836163832 0.3210578679
  45.0000000000 486.6640000000  0.1836453495 0.3210123536
  45.0000000000 486.5260000000  0.1836743977 0.3209666738
  45.0000000000 486.3880000000  0.1837035293 0.3209208256
  45.0000000000 486.2500000000  0.1837327459 0.3208748059
  45.0000000000 486.1120000000  0.1837620489 0.3208286118
  45.0000000000 485.9740000000  0.1837914400 0.3207822403
  45.0000000000 485.8360000000  0.1838209207 0.3207356886
  45.0000000000 485.6990000000  0.1838502780 0.3206892930
  45.0000000000 485.5610000000  0.1838799419 0.3206423732
  45.0000000000 485.4240000000  0.1839094841 0.3205956062
  45.0000000000 485.2860000000  0.1839393374 0.3205483066
  45.0000000000 485.1490000000  0.1839690708 0.3205011568
  45.0000000000 485.0110000000  0.1839991198 0.3204534655
  45.0000000000 484.8740000000  0.1840290503 0.3204059216
  45.0000000000 484.7370000000  0.1840590801 0.3203581798
  45.0000000000 484.6000000000  0.1840892093 0.3203102405
  45.0000000000 484.4630000000  0.1841194382 0.3202621042
  45.0000000000 484.3260000000  0.1841497667 0.3202137713
  45.0000000000 484.1890000000  0.1841801950 0.3201652423
  45.0000000000 484.0530000000  0.1842105000 0.3201168738
  45.0000000000 483.9160000000  0.1842411276 0.3200679551
  45.0000000000 483.7790000000  0.1842718554 0.3200188414
  45.0000000000 483.6430000000  0.1843024580 0.3199698939
  45.0000000000 483.5060000000  0.1843333858 0.3199203932
  45.0000000000 483.3700000000  0.1843641873 0.3198710622
  45.0000000000 483.2340000000  0.1843950880 0.3198215409
  45.0000000000 483.0970000000  0.1844263163 0.3197714633
  45.0000000000 482.9610000000  0.1844574166 0.3197215610
  45.0000000000 482.8250000000  0.1844886164 0.3196714696
  45.0000000000 482.6890000000  0.1845199160 0.3196211894
  45.0000000000 482.5530000000  0.1845513154 0.3195707210
  45.0000000000 482.4180000000  0.1845825828 0.3195204378
  45.0000000000 482.2820000000  0.1846141815 0.3194695955
  45.0000000000 482.1460000000  0.1846458804 0.3194185661
  45.0000000000 482.0100000000  0.1846776797 0.3193673501
  45.0000000000 481.8750000000  0.1847093446 0.3193163265
  45.0000000000 481.7400000000  0.1847411086 0.3192651199
  45.0000000000 481.6040000000  0.1847732082 0.3192133493
  45.0000000000 481.4690000000  0.1848051715 0.3191617766
  45.0000000000 481.3340000000  0.1848372343 0.3191100220
  45.0000000000 481.1980000000  0.1848696354 0.3190577007
  45.0000000000 481.0630000000  0.1849018983 0.3190055825
  45.0000000000 480.9280000000  0.1849342611 0.3189532838
  45.0000000000 480.7940000000  0.1849664831 0.3189011943
  45.0000000000 480.6590000000  0.1849990452 0.3188485371
  45.0000000000 480.5240000000  0.1850317076 0.3187957006
  45.0000000000 480.3890000000  0.1850644704 0.3187426853
  45.0000000000 480.2550000000  0.1850970899 0.3186898862
  45.0000000000 480.1200000000  0.1851300530 0.3186365158
  45.0000000000 479.9860000000  0.1851628716 0.3185833651
  45.0000000000 479.8510000000  0.1851960356 0.3185296412
  45.0000000000 479.7170000000  0.1852290537 0.3184761405
  45.0000000000 479.5830000000  0.1852621715 0.3184224660
  45.0000000000 479.4480000000  0.1852956373 0.3183682158
  45.0000000000 479.3140000000  0.1853289554 0.3183141939
  45.0000000000 479.1800000000  0.1853623735 0.3182599995
  45.0000000000 479.0460000000  0.1853958917 0.3182056330
  45.0000000000 478.9130000000  0.1854292589 0.3181515026
  45.0000000000 478.7790000000  0.1854629769 0.3180967945
  45.0000000000 478.6450000000  0.1854967953 0.3180419157
  45.0000000000 478.5110000000  0.1855307143 0.3179868665
  45.0000000000 478.3780000000  0.1855644798 0.3179320600
  45.0000000000 478.2440000000  0.1855985995 0.3178766725
  45.0000000000 478.1110000000  0.1856325645 0.3178215311
  45.0000000000 477.9780000000  0.1856666289 0.3177662235
  45.0000000000 477.8440000000  0.1857010503 0.3177103324
  45.0000000000 477.7110000000  0.1857353149 0.3176546924
  45.0000000000 477.5780000000  0.1857696795 0.3175988874
  45.0000000000 477.4450000000  0.1858041440 0.3175429178
  45.0000000000 477.3120000000  0.1858387086 0.3174867841
  45.0000000000 477.1790000000  0.1858733735 0.3174304867
  45.0000000000 477.0460000000  0.1859081387 0.3173740259
  45.0000000000 476.9140000000  0.1859427418 0.3173178286
  45.0000000000 476.7810000000  0.1859777073 0.3172610437
  45.0000000000 476.6480000000  0.1860127734 0.3172040967
  45.0000000000 476.5160000000  0.1860476755 0.3171474180
  45.0000000000 476.3830000000  0.1860829426 0.3170901493
  45.0000000000 476.2510000000  0.1861180443 0.3170331522
  45.0000000000 476.1190000000  0.1861532457 0.3169759971
  45.0000000000 475.9860000000  0.1861888145 0.3169182495
  45.0000000000 475.8540000000  0.1862242161 0.3168607784
  45.0000000000 475.7220000000  0.1862597176 0.3168031504
  45.0000000000 475.5900000000  0.1862953192 0.3167453661
  45.0000000000 475.4580000000  0.1863310209 0.3166874258
  45.0000000000 475.3260000000  0.1863668228 0.3166293299
  45.0000000000 475.1950000000  0.1864024527 0.3165715208
  45.0000000000 475.0630000000  0.1864384546 0.3165131162
  45.0000000000 474.9310000000  0.1864745570 0.3164545572
  45.0000000000 474.8000000000  0.1865104855 0.3163962898
  45.0000000000 474.6680000000  0.1865467885 0.3163374245
  45.0000000000 474.5370000000  0.1865829163 0.3162788539
  45.0000000000 474.4050000000  0.1866194204 0.3162196840
  45.0000000000 474.2740000000  0.1866557478 0.3161608119
  45.0000000000 474.1430000000  0.1866921748 0.3161017901
  45.0000000000 474.0120000000  0.1867287016 0.3160426192
  45.0000000000 473.8810000000  0.1867653281 0.3159832995
  45.0000000000 473.7500000000  0.1868020546 0.3159238314
  45.0000000000 473.6190000000  0.1868388810 0.3158642154
  45.0000000000 473.4880000000  0.1868758075 0.3158044517
  45.0000000000 473.3570000000  0.1869128342 0.3157445410
  45.0000000000 473.2260000000  0.1869499612 0.3156844834
  45.0000000000 473.0960000000  0.1869869040 0.3156247397
  45.0000000000 472.9650000000  0.1870242310 0.3155643910
  45.0000000000 472.8350000000  0.1870613724 0.3155043591
  45.0000000000 472.7040000000  0.1870988998 0.3154437208
  45.0000000000 472.5740000000  0.1871362404 0.3153834024
  45.0000000000 472.4440000000  0.1871736801 0.3153229418
  45.0000000000 472.3140000000  0.1872112193 0.3152623395
  45.0000000000 472.1830000000  0.1872491477 0.3152011280
  45.0000000000 472.0530000000  0.1872868866 0.3151402424
  45.0000000000 471.9230000000  0.1873247251 0.3150792162
  45.0000000000 471.7930000000  0.1873626632 0.3150180499
  45.0000000000 471.6640000000  0.1874004082 0.3149572160
  45.0000000000 471.5340000000  0.1874385452 0.3148957717
  45.0000000000 471.4040000000  0.1874767821 0.3148341884
  45.0000000000 471.2750000000  0.1875148237 0.3147729420
  45.0000000000 471.1450000000  0.1875532600 0.3147110831
  45.0000000000 471.0150000000  0.1875917964 0.3146490865
  45.0000000000 470.8860000000  0.1876301355 0.3145874311
  45.0000000000 470.7570000000  0.1876685733 0.3145256408
  45.0000000000 470.6270000000  0.1877074092 0.3144632356
  45.0000000000 470.4980000000  0.1877460456 0.3144011758
  45.0000000000 470.3690000000  0.1877847809 0.3143389823
  45.0000000000 470.2400000000  0.1878236154 0.3142766556
  45.0000000000 470.1110000000  0.1878625490 0.3142141961
  45.0000000000 469.9820000000  0.1879015818 0.3141516040
  45.0000000000 469.8530000000  0.1879407139 0.3140888799
  45.0000000000 469.7250000000  0.1879796408 0.3140265119
  45.0000000000 469.5960000000  0.1880189708 0.3139635258
  45.0000000000 469.4670000000  0.1880584003 0.3139004088
  45.0000000000 469.3390000000  0.1880976226 0.3138376521
  45.0000000000 469.2100000000  0.1881372505 0.3137742756
  45.0000000000 469.0820000000  0.1881766697 0.3137112621
  45.0000000000 468.9530000000  0.1882164962 0.3136476275
  45.0000000000 468.8250000000  0.1882561127 0.3135843588
  45.0000000000 468.6970000000  0.1882958274 0.3135209635
  45.0000000000 468.5690000000  0.1883356405 0.3134574421
  45.0000000000 468.4410000000  0.1883755520 0.3133937949
  45.0000000000 468.3130000000  0.1884155620 0.3133300223
  45.0000000000 468.1850000000  0.1884556706 0.3132661248
  45.0000000000 468.0570000000  0.1884958777 0.3132021026
  45.0000000000 467.9290000000  0.1885361835 0.3131379563
  45.0000000000 467.8010000000  0.1885765880 0.3130736861
  45.0000000000 467.6740000000  0.1886167744 0.3130097960
  45.0000000000 467.5460000000  0.1886573757 0.3129452803
  45.0000000000 467.4190000000  0.1886977575 0.3128811473
  45.0000000000 467.2910000000  0.1887385558 0.3128163876
  45.0000000000 467.1640000000  0.1887791331 0.3127520134
  45.0000000000 467.0360000000  0.1888201286 0.3126870113
  45.0000000000 466.9090000000  0.1888609017 0.3126223973
  45.0000000000 466.7820000000  0.1889017723 0.3125576645
  45.0000000000 466.6550000000  0.1889427405 0.3124928132
  45.0000000000 466.5280000000  0.1889838064 0.3124278439
  45.0000000000 466.4010000000  0.1890249700 0.3123627569
  45.0000000000 466.2740000000  0.1890662313 0.3122975525
  45.0000000000 466.1470000000  0.1891075903 0.3122322313
  45.0000000000 466.0210000000  0.1891487204 0.3121673092
  45.0000000000 465.8940000000  0.1891902743 0.3121017561
  45.0000000000 465.7670000000  0.1892319262 0.3120360873
  45.0000000000 465.6410000000  0.1892733468 0.3119708215
  45.0000000000 465.5140000000  0.1893151938 0.3119049231
  45.0000000000 465.3880000000  0.1893568081 0.3118394304
  45.0000000000 465.2610000000  0.1893988503 0.3117733041
  45.0000000000 465.1350000000  0.1894406583 0.3117075859
  45.0000000000 465.0090000000  0.1894825630 0.3116417561
  45.0000000000 464.8830000000  0.1895245642 0.3115758148
  45.0000000000 464.7570000000  0.1895666622 0.3115097621
  45.0000000000 464.6310000000  0.1896088569 0.3114435977
  45.0000000000 464.5050000000  0.1896511485 0.3113773215
  45.0000000000 464.3790000000  0.1896935372 0.3113109333
  45.0000000000 464.2530000000  0.1897360230 0.3112444329
  45.0000000000 464.1280000000  0.1897782676 0.3111783493
  45.0000000000 464.0020000000  0.1898209472 0.3111116249
  45.0000000000 463.8760000000  0.1898637242 0.3110447877
  45.0000000000 463.7510000000  0.1899062580 0.3109783695
  45.0000000000 463.6250000000  0.1899492295 0.3109113074
  45.0000000000 463.5000000000  0.1899919565 0.3108446655
  45.0000000000 463.3750000000  0.1900347798 0.3107779120
  45.0000000000 463.2490000000  0.1900780433 0.3107105113
  45.0000000000 463.1240000000  0.1901210604 0.3106435332
  45.0000000000 462.9990000000  0.1901641741 0.3105764428
  45.0000000000 462.8740000000  0.1902073846 0.3105092402
  45.0000000000 462.7490000000  0.1902506920 0.3104419250
  45.0000000000 462.6240000000  0.1902940963 0.3103744972
  45.0000000000 462.4990000000  0.1903375977 0.3103069565
  45.0000000000 462.3750000000  0.1903808472 0.3102398444
  45.0000000000 462.2500000000  0.1904245424 0.3101720784
  45.0000000000 462.1250000000  0.1904683350 0.3101041991
  45.0000000000 462.0010000000  0.1905118736 0.3100367505
  45.0000000000 461.8760000000  0.1905558606 0.3099686448
  45.0000000000 461.7520000000  0.1905995922 0.3099009714
  45.0000000000 461.6270000000  0.1906437741 0.3098326387
  45.0000000000 461.5030000000  0.1906876992 0.3097647397
  45.0000000000 461.3790000000  0.1907317209 0.3096967282
  45.0000000000 461.2550000000  0.1907758393 0.3096286039
  45.0000000000 461.1300000000  0.1908204113 0.3095598160
  45.0000000000 461.0060000000  0.1908647241 0.3094914648
  45.0000000000 460.8820000000  0.1909091338 0.3094230004
  45.0000000000 460.7590000000  0.1909532813 0.3093549760
  45.0000000000 460.6350000000  0.1909978845 0.3092862855
  45.0000000000 460.5110000000  0.1910425850 0.3092174812
  45.0000000000 460.3870000000  0.1910873829 0.3091485631
  45.0000000000 460.2640000000  0.1911319160 0.3090800880
  45.0000000000 460.1400000000  0.1911769083 0.3090109423
  45.0000000000 460.0160000000  0.1912219984 0.3089416823
  45.0000000000 459.8930000000  0.1912668216 0.3088728676
  45.0000000000 459.7700000000  0.1913117412 0.3088039401
  45.0000000000 459.6460000000  0.1913571237 0.3087343376
  45.0000000000 459.5230000000  0.1914022373 0.3086651828
  45.0000000000 459.4000000000  0.1914474476 0.3085959146
  45.0000000000 459.2770000000  0.1914927548 0.3085265328
  45.0000000000 459.1540000000  0.1915381589 0.3084570373
  45.0000000000 459.0310000000  0.1915836602 0.3083874280
  45.0000000000 458.9080000000  0.1916292587 0.3083177045
  45.0000000000 458.7850000000  0.1916749546 0.3082478669
  45.0000000000 458.6620000000  0.1917207478 0.3081779149
  45.0000000000 458.5400000000  0.1917662652 0.3081084185
  45.0000000000 458.4170000000  0.1918122529 0.3080382382
  45.0000000000 458.2940000000  0.1918583384 0.3079679430
  45.0000000000 458.1720000000  0.1919041460 0.3078981058
  45.0000000000 458.0490000000  0.1919504267 0.3078275814
  45.0000000000 457.9270000000  0.1919964280 0.3077575164
  45.0000000000 457.8050000000  0.1920425260 0.3076873378
  45.0000000000 457.6820000000  0.1920890999 0.3076164688
  45.0000000000 457.5600000000  0.1921353924 0.3075460615
  45.0000000000 457.4380000000  0.1921817819 0.3074755402
  45.0000000000 457.3160000000  0.1922282686 0.3074049046
  45.0000000000 457.1940000000  0.1922748525 0.3073341545
  45.0000000000 457.0720000000  0.1923215338 0.3072632900
  45.0000000000 456.9500000000  0.1923683126 0.3071923106
  45.0000000000 456.8280000000  0.1924151890 0.3071212165
  45.0000000000 456.7070000000  0.1924617777 0.3070505914
  45.0000000000 456.5850000000  0.1925088488 0.3069792679
  45.0000000000 456.4630000000  0.1925560180 0.3069078291
  45.0000000000 456.3420000000  0.1926028973 0.3068368617
  45.0000000000 456.2200000000  0.1926502619 0.3067651927
  45.0000000000 456.0990000000  0.1926973354 0.3066939967
  45.0000000000 455.9780000000  0.1927445057 0.3066226867
  45.0000000000 455.8560000000  0.1927921641 0.3065506716
  45.0000000000 455.7350000000  0.1928395292 0.3064791320
  45.0000000000 455.6140000000  0.1928869916 0.3064074779
  45.0000000000 455.4930000000  0.1929345512 0.3063357091
  45.0000000000 455.3720000000  0.1929822083 0.3062638254
  45.0000000000 455.2510000000  0.1930299629 0.3061918268
  45.0000000000 455.1300000000  0.1930778152 0.3061197131
  45.0000000000 455.0090000000  0.1931257653 0.3060474840
  45.0000000000 454.8880000000  0.1931738133 0.3059751396
  45.0000000000 454.7680000000  0.1932215611 0.3059032788
  45.0000000000 454.6470000000  0.1932698044 0.3058307040
  45.0000000000 454.5270000000  0.1933177462 0.3057586145
  45.0000000000 454.4060000000  0.1933661854 0.3056858087
  45.0000000000 454.2860000000  0.1934143216 0.3056134898
  45.0000000000 454.1650000000  0.1934629572 0.3055404525
  45.0000000000 454.0450000000  0.1935112884 0.3054679037
  45.0000000000 453.9250000000  0.1935597168 0.3053952402
  45.0000000000 453.8040000000  0.1936086475 0.3053218549
  45.0000000000 453.6840000000  0.1936572716 0.3052489606
  45.0000000000 453.5640000000  0.1937059934 0.3051759512
  45.0000000000 453.4440000000  0.1937548129 0.3051028264
  45.0000000000 453.3240000000  0.1938037303 0.3050295862
  45.0000000000 453.2040000000  0.1938527457 0.3049562305
  45.0000000000 453.0850000000  0.1939014495 0.3048833717
  45.0000000000 452.9650000000  0.1939506604 0.3048097853
  45.0000000000 452.8450000000  0.1939999697 0.3047360829
  45.0000000000 452.7260000000  0.1940489654 0.3046628800
  45.0000000000 452.6060000000  0.1940984710 0.3045889461
  45.0000000000 452.4860000000  0.1941480753 0.3045148957
  45.0000000000 452.3670000000  0.1941973639 0.3044413473
  45.0000000000 452.2480000000  0.1942467498 0.3043676841
  45.0000000000 452.1280000000  0.1942966494 0.3042932855
  45.0000000000 452.0090000000  0.1943462312 0.3042193913
  45.0000000000 451.8900000000  0.1943959108 0.3041453819
  45.0000000000 451.7710000000  0.1944456882 0.3040712571
  45.0000000000 451.6520000000  0.1944955635 0.3039970168
  45.0000000000 451.5330000000  0.1945455369 0.3039226609
  45.0000000000 451.4140000000  0.1945956086 0.3038481892
  45.0000000000 451.2950000000  0.1946457786 0.3037736016
  45.0000000000 451.1760000000  0.1946960471 0.3036988979
  45.0000000000 451.0570000000  0.1947464141 0.3036240780
  45.0000000000 450.9390000000  0.1947964555 0.3035497720
  45.0000000000 450.8200000000  0.1948470193 0.3034747203
  45.0000000000 450.7020000000  0.1948972559 0.3034001841
  45.0000000000 450.5830000000  0.1949480170 0.3033249000
  45.0000000000 450.4650000000  0.1949984495 0.3032501332
  45.0000000000 450.3460000000  0.1950494083 0.3031746162
  45.0000000000 450.2280000000  0.1951000372 0.3030996180
  45.0000000000 450.1100000000  0.1951507640 0.3030245046
  45.0000000000 449.9920000000  0.1952015889 0.3029492756
  45.0000000000 449.8730000000  0.1952529439 0.3028732921
  45.0000000000 449.7550000000  0.1953039662 0.3027978308
  45.0000000000 449.6370000000  0.1953550869 0.3027222537
  45.0000000000 449.5190000000  0.1954063062 0.3026465606
  45.0000000000 449.4020000000  0.1954571890 0.3025713942
  45.0000000000 449.2840000000  0.1955086050 0.3024954696
  45.0000000000 449.1660000000  0.1955601200 0.3024194286
  45.0000000000 449.0480000000  0.1956117342 0.3023432711
  45.0000000000 448.9310000000  0.1956630089 0.3022676437
  45.0000000000 448.8130000000  0.1957148208 0.3021912537
  45.0000000000 448.6960000000  0.1957662919 0.3021153956
  45.0000000000 448.5780000000  0.1958183020 0.3020387725
  45.0000000000 448.4610000000  0.1958699700 0.3019626831
  45.0000000000 448.3440000000  0.1959217361 0.3018864783
  45.0000000000 448.2260000000  0.1959740443 0.3018095052
  45.0000000000 448.1090000000  0.1960260080 0.3017330683
  45.0000000000 447.9920000000  0.1960780704 0.3016565156
  45.0000000000 447.8750000000  0.1961302315 0.3015798471
  45.0000000000 447.7580000000  0.1961824915 0.3015030626
  45.0000000000 447.6410000000  0.1962348504 0.3014261619
  45.0000000000 447.5240000000  0.1962873085 0.3013491450
  45.0000000000 447.4070000000  0.1963398658 0.3012720117
  45.0000000000 447.2900000000  0.1963925225 0.3011947619
  45.0000000000 447.1740000000  0.1964448274 0.3011180572
  45.0000000000 447.0570000000  0.1964976824 0.3010405749
  45.0000000000 446.9400000000  0.1965506372 0.3009629758
  45.0000000000 446.8240000000  0.1966032380 0.3008859244
  45.0000000000 446.7080000000  0.1966559372 0.3008087578
  45.0000000000 446.5910000000  0.1967091905 0.3007308092
  45.0000000000 446.4750000000  0.1967620876 0.3006534109
  45.0000000000 446.3580000000  0.1968155408 0.3005752284
  45.0000000000 446.2420000000  0.1968686363 0.3004975979
  45.0000000000 446.1260000000  0.1969218310 0.3004198517
  45.0000000000 446.0100000000  0.1969751247 0.3003419895
  45.0000000000 445.8940000000  0.1970285177 0.3002640114
  45.0000000000 445.7780000000  0.1970820102 0.3001859171
  45.0000000000 445.6620000000  0.1971356022 0.3001077065
  45.0000000000 445.5460000000  0.1971892938 0.3000293795
  45.0000000000 445.4300000000  0.1972430853 0.2999509360
  45.0000000000 445.3150000000  0.1972965117 0.2998730536
  45.0000000000 445.1990000000  0.1973505024 0.2997943777
  45.0000000000 445.0830000000  0.1974045933 0.2997155850
  45.0000000000 444.9680000000  0.1974583169 0.2996373559
  45.0000000000 444.8520000000  0.1975126074 0.2995583305
  45.0000000000 444.7370000000  0.1975665278 0.2994798721
  45.0000000000 444.6220000000  0.1976205448 0.2994013010
  45.0000000000 444.5060000000  0.1976751284 0.2993219337
  45.0000000000 444.3910000000  0.1977293365 0.2992431397
  45.0000000000 444.2760000000  0.1977836384 0.2991642362
  45.0000000000 444.1610000000  0.1978380331 0.2990852244
  45.0000000000 444.0460000000  0.1978925196 0.2990061053
  45.0000000000 443.9310000000  0.1979470970 0.2989268800
  45.0000000000 443.8160000000  0.1980017644 0.2988475496
  45.0000000000 443.7010000000  0.1980565208 0.2987681151
  45.0000000000 443.5860000000  0.1981113653 0.2986885776
  45.0000000000 443.4710000000  0.1981662970 0.2986089382
  45.0000000000 443.3560000000  0.1982213149 0.2985291978
  45.0000000000 443.2420000000  0.1982759385 0.2984500524
  45.0000000000 443.1270000000  0.1983311252 0.2983701144
  45.0000000000 443.0120000000  0.1983863953 0.2982900787
  45.0000000000 442.8980000000  0.1984412661 0.2982106435
  45.0000000000 442.7840000000  0.1984962171 0.2981311145
  45.0000000000 442.6690000000  0.1985517304 0.2980507937
  45.0000000000 442.5550000000  0.1986068395 0.2979710791
  45.0000000000 442.4410000000  0.1986620260 0.2978912738
  45.0000000000 442.3260000000  0.1987177740 0.2978106774
  45.0000000000 442.2120000000  0.1987731131 0.2977306927
  45.0000000000 442.0980000000  0.1988285268 0.2976506203
  45.0000000000 441.9840000000  0.1988840142 0.2975704612
  45.0000000000 441.8700000000  0.1989395744 0.2974902165
  45.0000000000 441.7560000000  0.1989952064 0.2974098872
  45.0000000000 441.6430000000  0.1990504204 0.2973301800
  45.0000000000 441.5290000000  0.1991061929 0.2972496852
  45.0000000000 441.4150000000  0.1991620344 0.2971691089
  45.0000000000 441.3010000000  0.1992179442 0.2970884522
  45.0000000000 441.1880000000  0.1992734299 0.2970084244
  45.0000000000 441.0740000000  0.1993294728 0.2969276104
  45.0000000000 440.9610000000  0.1993850888 0.2968474288
  45.0000000000 440.8470000000  0.1994412612 0.2967664616
  45.0000000000 440.7340000000  0.1994970037 0.2966861302
  45.0000000000 440.6210000000  0.1995528079 0.2966057256
  45.0000000000 440.5070000000  0.1996091676 0.2965245365
  45.0000000000 440.3940000000  0.1996650931 0.2964439882
  45.0000000000 440.2810000000  0.1997210776 0.2963633698
  45.0000000000 440.1680000000  0.1997771202 0.2962826823
  45.0000000000 440.0550000000  0.1998332200 0.2962019268
  45.0000000000 439.9420000000  0.1998893763 0.2961211041
  45.0000000000 439.8290000000  0.1999455880 0.2960402152
  45.0000000000 439.7160000000  0.2000018543 0.2959592613
  45.0000000000 439.6040000000  0.2000576757 0.2958789605
  45.0000000000 439.4910000000  0.2001140482 0.2957978798
  45.0000000000 439.3780000000  0.2001704726 0.2957167370
  45.0000000000 439.2660000000  0.2002264480 0.2956362519
  45.0000000000 439.1530000000  0.2002829733 0.2955549882
  45.0000000000 439.0400000000  0.2003395478 0.2954736654
  45.0000000000 438.9280000000  0.2003956695 0.2953930048
  45.0000000000 438.8160000000  0.2004518380 0.2953122880
  45.0000000000 438.7030000000  0.2005085544 0.2952307944
  45.0000000000 438.5910000000  0.2005648142 0.2951499675
  45.0000000000 438.4790000000  0.2006211181 0.2950690873
  45.0000000000 438.3670000000  0.2006774653 0.2949881547
  45.0000000000 438.2550000000  0.2007338550 0.2949071707
  45.0000000000 438.1430000000  0.2007902862 0.2948261362
  45.0000000000 438.0310000000  0.2008467582 0.2947450522
  45.0000000000 437.9190000000  0.2009032701 0.2946639196
  45.0000000000 437.8070000000  0.2009598211 0.2945827395
  45.0000000000 437.6950000000  0.2010164102 0.2945015127
  45.0000000000 437.5830000000  0.2010730367 0.2944202403
  45.0000000000 437.4720000000  0.2011291935 0.2943396493
  45.0000000000 437.3600000000  0.2011858918 0.2942582887
  45.0000000000 437.2480000000  0.2012426249 0.2941768853
  45.0000000000 437.1370000000  0.2012988849 0.2940961673
  45.0000000000 437.0250000000  0.2013556847 0.2940146815
  45.0000000000 436.9140000000  0.2014120092 0.2939338837
  45.0000000000 436.8030000000  0.2014683645 0.2938530475
  45.0000000000 436.6910000000  0.2015252580 0.2937714452
  45.0000000000 436.5800000000  0.2015816728 0.2936905348
  45.0000000000 436.4690000000  0.2016381160 0.2936095888
  45.0000000000 436.3580000000  0.2016945867 0.2935286082
  45.0000000000 436.2470000000  0.2017510842 0.2934475938
  45.0000000000 436.1360000000  0.2018076076 0.2933665467
  45.0000000000 436.0250000000  0.2018641560 0.2932854676
  45.0000000000 435.9140000000  0.2019207287 0.2932043576
  45.0000000000 435.8030000000  0.2019773249 0.2931232175
  45.0000000000 435.6920000000  0.2020339437 0.2930420482
  45.0000000000 435.5810000000  0.2020905842 0.2929608508
  45.0000000000 435.4710000000  0.2021467352 0.2928803579
  45.0000000000 435.3600000000  0.2022034168 0.2927991070
  45.0000000000 435.2500000000  0.2022596068 0.2927185630
  45.0000000000 435.1390000000  0.2023163260 0.2926372623
  45.0000000000 435.0290000000  0.2023725518 0.2925566706
  45.0000000000 434.9180000000  0.2024293055 0.2924753237
  45.0000000000 434.8080000000  0.2024855639 0.2923946881
  45.0000000000 434.6980000000  0.2025418372 0.2923140320
  45.0000000000 434.5870000000  0.2025986366 0.2922326226
  45.0000000000 434.4770000000  0.2026549377 0.2921519278
  45.0000000000 434.3670000000  0.2027112515 0.2920712152
  45.0000000000 434.2570000000  0.2027675772 0.2919904855
  45.0000000000 434.1470000000  0.2028239139 0.2919097397
  45.0000000000 434.0370000000  0.2028802608 0.2918289787
  45.0000000000 433.9270000000  0.2029366173 0.2917482033
  45.0000000000 433.8170000000  0.2029929825 0.2916674145
  45.0000000000 433.7070000000  0.2030493555 0.2915866131
  45.0000000000 433.5980000000  0.2031052232 0.2915065346
  45.0000000000 433.4880000000  0.2031616096 0.2914257108
  45.0000000000 433.3780000000  0.2032180017 0.2913448770
  45.0000000000 433.2690000000  0.2032738858 0.2912647691
  45.0000000000 433.1590000000  0.2033302866 0.2911839181
  45.0000000000 433.0500000000  0.2033861778 0.2911037948
  45.0000000000 432.9410000000  0.2034420714 0.2910236653
  45.0000000000 432.8310000000  0.2034984795 0.2909427951
  45.0000000000 432.7220000000  0.2035543757 0.2908626554
  45.0000000000 432.6130000000  0.2036102720 0.2907825119
  45.0000000000 432.5040000000  0.2036661676 0.2907023655
  45.0000000000 432.3940000000  0.2037225747 0.2906214818
  45.0000000000 432.2850000000  0.2037784668 0.2905413321
  45.0000000000 432.1760000000  0.2038343559 0.2904611821
  45.0000000000 432.0670000000  0.2038902415 0.2903810326
  45.0000000000 431.9590000000  0.2039456099 0.2903016197
  45.0000000000 431.8500000000  0.2040014859 0.2902214737
  45.0000000000 431.7410000000  0.2040573559 0.2901413307
  45.0000000000 431.6320000000  0.2041132193 0.2900611916
  45.0000000000 431.5230000000  0.2041690753 0.2899810572
  45.0000000000 431.4150000000  0.2042244108 0.2899016634
  45.0000000000 431.3060000000  0.2042802498 0.2898215410
  45.0000000000 431.1980000000  0.2043355669 0.2897421607
  45.0000000000 431.0890000000  0.2043913860 0.2896620535
  45.0000000000 430.9810000000  0.2044466819 0.2895826900
  45.0000000000 430.8730000000  0.2045019662 0.2895033361
  45.0000000000 430.7640000000  0.2045577498 0.2894232580
  45.0000000000 430.6560000000  0.2046130085 0.2893439258
  45.0000000000 430.5480000000  0.2046682533 0.2892646057
  45.0000000000 430.4400000000  0.2047234836 0.2891852985
  45.0000000000 430.3320000000  0.2047786986 0.2891060049
  45.0000000000 430.2240000000  0.2048338976 0.2890267258
  45.0000000000 430.1160000000  0.2048890799 0.2889474620
  45.0000000000 430.0080000000  0.2049442447 0.2888682144
